method,block,antenna_index,column_index,global_column_index,real,imag,abs,phase_rad
vanilla,Wr,2,5,7,-0.012005379577203282,-0.01049754621858255,0.015947652347728377,-2.423100580521274
vanilla,Wr,2,6,8,-0.03347655867143886,0.02083319809671424,0.039429711175954944,2.5849214275635846
vanilla,Wr,2,7,9,-0.029382196499758005,-0.001435407843676283,0.029417237579828583,-3.0927784829132285
vanilla,Wr,2,8,10,0.020309043595815382,0.0022389182438027704,0.02043208277878598,0.10979904856521266
vanilla,Wr,2,9,11,0.011710931346667381,-0.01318358831462643,0.017633857032876028,-0.84448517420155
vanilla,Wc,3,0,0,0.11645583745776425,0.06365112338855611,0.13271558908664197,0.5002050500179755
vanilla,Wc,3,1,1,0.11420912154039513,0.08199317765258192,0.14059375741688038,0.6226527924140498
vanilla,Wr,3,0,2,0.07156620857946512,-0.07368239070754434,0.10271716950353882,-0.799966513286952
vanilla,Wr,3,1,3,0.15704020343066263,-0.028677242947426275,0.15963711898117433,-0.1806206825610242
vanilla,Wr,3,2,4,0.15160353247469455,-0.019342853852437322,0.15283251307873766,-0.12690276694418087
vanilla,Wr,3,3,5,0.005994739059962675,0.01326581306084488,0.014557427401925274,1.1463686074840573
vanilla,Wr,3,4,6,0.017295295677265118,-0.020789206061594918,0.02704289816634823,-0.8768830815632036
vanilla,Wr,3,5,7,0.012838686442496703,0.004434800618865349,0.01358305290050205,0.3325931117875801
vanilla,Wr,3,6,8,0.01181562238313811,0.010496478979451312,0.015804588044836147,0.7263445763823025
vanilla,Wr,3,7,9,-0.032386219716993944,-0.01491510768359213,0.035655682082531476,-2.710009381126213
vanilla,Wr,3,8,10,-0.008252260848053188,0.0177150130954142,0.01954281192855849,2.0067397615671148
vanilla,Wr,3,9,11,-0.011334322389017219,-0.008253888621237559,0.014021181882779062,-2.5121765961095
vanilla,Wc,4,0,0,-0.23916552889410822,0.0790467675919299,0.25188993961238526,2.8223846120940634
vanilla,Wc,4,1,1,0.06493798412432522,-0.007840058368302998,0.06540954286149318,-0.12014995116677911
vanilla,Wr,4,0,2,0.012003153711055491,0.07709368390181306,0.07802250826885725,1.4163407377135424
vanilla,Wr,4,1,3,0.08220688153215928,0.06858048903725852,0.10705725032818658,0.6952746989447212
vanilla,Wr,4,2,4,-0.03313603253372745,-0.10503987195711148,0.11014250475108425,-1.876376910854091
vanilla,Wr,4,3,5,0.0196687428578213,0.012512996684487153,0.023311682299505605,0.5666034177737417
vanilla,Wr,4,4,6,-0.024258570810492184,-0.02586480376843827,0.035460771730850445,-2.3241598659096954
vanilla,Wr,4,5,7,0.012860989460653833,0.006600164544487014,0.014455698596794015,0.4741458967125525
vanilla,Wr,4,6,8,0.003506328755908463,-0.0022539952797423868,0.004168313335824401,-0.5713227065971379
vanilla,Wr,4,7,9,0.0029274190457283804,0.006368843293066319,0.007009418460965867,1.139949061914052
vanilla,Wr,4,8,10,-0.01084114638357635,0.006870972209637237,0.01283513591730675,2.5766998932314658
vanilla,Wr,4,9,11,-0.008423310716873678,0.016758409277246096,0.018756237494142767,2.0365472203576704
vanilla,Wc,5,0,0,-0.11475638202419827,0.005071452295942404,0.11486838922729682,3.097428185452532
vanilla,Wc,5,1,1,-0.0772931162697809,-0.05957779535819602,0.09758964864388513,-2.484909780170217
vanilla,Wr,5,0,2,-0.050930577964594395,-0.08929556400131101,0.10279893735890396,-2.089136194474095
vanilla,Wr,5,1,3,0.16285107806507673,0.042043495521541,0.1681907522506144,0.25265451042429177
vanilla,Wr,5,2,4,-0.11057855619153287,0.15348653850141622,0.18917117801227204,2.1951121621021663
vanilla,Wr,5,3,5,-0.015869085009859746,0.005324224649779765,0.016738435624976362,2.817885063269371
vanilla,Wr,5,4,6,0.011070479714796362,0.004961709470651015,0.012131532548976066,0.4213500539615498
vanilla,Wr,5,5,7,0.02114491973180815,-0.010055484228343467,0.023414106720758616,-0.44389767215138815
vanilla,Wr,5,6,8,-0.025741269046865443,0.020180104391697175,0.03270855462112181,2.4767095123737315
vanilla,Wr,5,7,9,-0.0061814230407587906,0.004272590264543359,0.00751432088598127,2.536798200840208
vanilla,Wr,5,8,10,-0.015166608443985282,-0.0023518759172041362,0.015347877117800052,-2.98774864383911
vanilla,Wr,5,9,11,0.008495519709708257,-0.015179358516097387,0.01739502170444923,-1.0605548372170581
vanilla,Wc,6,0,0,0.022051106578448484,-0.07870716725635019,0.08173780935927497,-1.2976332938471344
vanilla,Wc,6,1,1,0.03292597566537741,-0.004285673731796225,0.033203717756486756,-0.12943320006812914
vanilla,Wr,6,0,2,0.15871258030537427,-0.058619449169391664,0.1691919707554492,-0.35380228882494513
vanilla,Wr,6,1,3,0.16980317777144774,-0.04946248978904058,0.17686055828650102,-0.28344977251551245
vanilla,Wr,6,2,4,0.1516361902660169,0.08048063698741172,0.17167022784481653,0.48794252922827247
vanilla,Wr,6,3,5,-0.001851693290170445,0.008940777788475835,0.009130513430457517,1.7750156383028786
vanilla,Wr,6,4,6,0.0005233629935252727,-0.02284083910775088,0.02284683435334431,-1.547886860701847
vanilla,Wr,6,5,7,-0.016845600607797145,-0.008588255077903631,0.018908526783452832,-2.670118482462555
vanilla,Wr,6,6,8,0.00013640004094901453,-0.01444945495851168,0.014450098739082326,-1.5613568019114425
vanilla,Wr,6,7,9,-0.011290069165490389,0.027813876429946437,0.03001795102637565,1.9563914036125833
vanilla,Wr,6,8,10,-0.015764610627158664,0.022131166700800637,0.027171887821138798,2.1897471161114797
vanilla,Wr,6,9,11,0.005253407293809099,-0.0012359047429936086,0.005396827654131706,-0.23105620044616007
vanilla,Wc,7,0,0,-0.05791639068437527,-0.03946189395476379,0.07008244704918781,-2.54348681765587
vanilla,Wc,7,1,1,-0.09935940401845889,0.09727372573967605,0.1390484407901831,2.366801044990705
vanilla,Wr,7,0,2,0.08214432808057891,0.14333108129444697,0.165201360469111,1.0503843690427643
vanilla,Wr,7,1,3,0.16151836726035457,-0.0463940498104993,0.16804937018706695,-0.279706876233684
vanilla,Wr,7,2,4,0.006555648520189209,-0.13164729070029962,0.13181041565919385,-1.521040363349201
vanilla,Wr,7,3,5,-0.034201028954591706,-0.01964196652053974,0.039440046023639784,-2.6202776625608415
vanilla,Wr,7,4,6,-0.013657303146669342,0.016267104518905045,0.021240071060827582,2.2692014708087576
vanilla,Wr,7,5,7,-0.0032548173454378586,0.004459813819675313,0.005521211394099129,2.2012502156776605
vanilla,Wr,7,6,8,-0.009472159029394921,-0.004798643767641541,0.010618322781252828,-2.672674962938222
vanilla,Wr,7,7,9,-0.006167772278319747,0.003395150902550826,0.007040487520640972,2.638391494725497
vanilla,Wr,7,8,10,-0.012575731608356048,-0.022082692876486655,0.02541248413993878,-2.088475009253747
vanilla,Wr,7,9,11,0.0016108411148727526,0.0002602024267996478,0.0016317212998171345,0.16014868799963777
vanilla,Wc,8,0,0,-0.010987326986888746,-0.025424971690024414,0.027697482552668153,-1.9787049975657274
vanilla,Wc,8,1,1,0.05894466026450917,0.10724434043527435,0.12237573913605355,1.0682375628343748
vanilla,Wr,8,0,2,-0.13428962495436753,-0.10777957367158503,0.17219215972631655,-2.465274149174218
vanilla,Wr,8,1,3,0.15547719216904884,-0.0557067533444069,0.16515568307795506,-0.34404567809264697
vanilla,Wr,8,2,4,-0.14165126850180254,0.05677337999315654,0.1526050410177105,2.760399539141265
vanilla,Wr,8,3,5,-0.011090160776798847,0.02306090284642409,0.025588999709786595,2.0190535931723526
vanilla,Wr,8,4,6,-0.006288900586645995,0.04172911017131762,0.042200342490063755,1.7203783851108017
vanilla,Wr,8,5,7,0.013218480729213533,-0.0032149164425614362,0.013603820070893374,-0.23858148913721433
vanilla,Wr,8,6,8,-0.01030416667892717,-0.004707849291053647,0.011328711131209378,-2.7130255153669367
vanilla,Wr,8,7,9,0.017408349287794434,-0.015157822439600805,0.023082681950681527,-0.7164015831116829
vanilla,Wr,8,8,10,-0.002286571620451517,-0.010356115682196729,0.01060554297518497,-1.7881041643706375
vanilla,Wr,8,9,11,0.021357995564141873,0.013844446965421994,0.025452557559040825,0.5751152056175708
vanilla,Wc,9,0,0,-0.10183096112607584,-0.0482534877363784,0.11268515307078031,-2.6990759203014263
vanilla,Wc,9,1,1,-0.027226200006365733,-0.036873458490717485,0.04583577105114841,-2.206811616411554
vanilla,Wr,9,0,2,0.15203390790766627,-0.13178811598272303,0.20120242709259847,-0.7141860817849757
vanilla,Wr,9,1,3,0.12008851362859028,0.0050702114305267824,0.12019549970558115,0.04219555899655437
vanilla,Wr,9,2,4,0.07765870165602454,0.14725032592148232,0.16647381904336248,1.0854757054475734
vanilla,Wr,9,3,5,-0.0014283803573341774,-0.0023991771060598325,0.0027921893258623675,-2.1077990084346774
vanilla,Wr,9,4,6,0.013339343248656526,-0.00857463246322508,0.015857566023348976,-0.5713024894374459
vanilla,Wr,9,5,7,-0.02275150104622307,0.0024025573485337536,0.02287800432007309,3.0363826263776432
vanilla,Wr,9,6,8,-0.010219958836544574,-0.02250149691755576,0.024713658615256404,-1.9971293370186471
vanilla,Wr,9,7,9,-0.006131975719920694,-0.014913536790941668,0.016124971499028074,-1.9608934421140278
vanilla,Wr,9,8,10,0.003697391223275378,-0.029069648077442892,0.029303841748213377,-1.4442848410260347
vanilla,Wr,9,9,11,0.006786152291938882,0.0001506321257046103,0.006787823875638026,0.022193341294180217
