method,block,antenna_index,column_index,global_column_index,real,imag,abs,phase_rad
vanilla,Wr,2,4,6,0.005267397731262314,-0.02112604562535013,0.021772810627562138,-1.3264465341046714
vanilla,Wr,2,5,7,0.0083605790759716,-0.005641957651513205,0.010086177106666457,-0.5936318890395601
vanilla,Wr,2,6,8,0.012829890376993095,-0.014678948949848353,0.019495579738954008,-0.8525140938696142
vanilla,Wr,2,7,9,-0.0052958749706293546,-0.010993541585440839,0.012202632842766167,-2.019718164526273
vanilla,Wr,2,8,10,-0.011223251454568556,0.005870937750924433,0.012666068185814604,2.6596324407618135
vanilla,Wr,2,9,11,0.007756812671845741,-0.00541969779103876,0.0094626247401182,-0.6098540550754272
vanilla,Wc,3,0,0,0.09424264135371117,0.04231986989048475,0.10330850321668487,0.42206549472326604
vanilla,Wc,3,1,1,0.11883287721504487,0.07960439286222834,0.1430318568367548,0.5902275516955824
vanilla,Wr,3,0,2,0.05183228034202123,-0.07735949551877928,0.09311861700204697,-0.9804769259132311
vanilla,Wr,3,1,3,0.1762164536459264,-0.030704426940990997,0.17887146326153194,-0.1725107547135499
vanilla,Wr,3,2,4,0.15139666977273014,-0.05231846008614774,0.1601816871057954,-0.332724679553234
vanilla,Wr,3,3,5,-0.002623655858553687,-0.004314919767722428,0.005049960659847249,-2.117108666029062
vanilla,Wr,3,4,6,-0.0035276832315509197,-0.018017585075445913,0.0183596819398675,-1.7641416342353835
vanilla,Wr,3,5,7,-0.006074312066783624,-0.008678612857710434,0.010593185933357821,-2.1814668465893234
vanilla,Wr,3,6,8,-0.009709768202964186,0.0027579988191933987,0.010093867249075874,2.8648381472939572
vanilla,Wr,3,7,9,-0.0032399357695023965,-0.013263203296721864,0.013653195431131672,-1.8103842906780576
vanilla,Wr,3,8,10,-0.0025608406784301822,0.00789079048869462,0.008295931503862373,1.8846079343048612
vanilla,Wr,3,9,11,-0.03383310156182145,0.023841104275057503,0.041389334548246726,2.5277406637169233
vanilla,Wc,4,0,0,-0.2469525900492879,0.05618279310437322,0.253262883133436,2.9178957993070815
vanilla,Wc,4,1,1,0.05027821013260528,-0.03003213230748372,0.05856472816527555,-0.5384458757930736
vanilla,Wr,4,0,2,0.030006601820641802,0.07020264912387639,0.07634663120814594,1.1668706523134387
vanilla,Wr,4,1,3,0.0957927654174068,0.050851086919277845,0.10845315554277929,0.48801784872269005
vanilla,Wr,4,2,4,-0.032420035095422704,-0.0999920018658272,0.10511640743824928,-1.8843282662394454
vanilla,Wr,4,3,5,0.007218445599624596,-0.006287185332461685,0.009572599243646474,-0.716553653276009
vanilla,Wr,4,4,6,-0.01345649936848968,0.009579263437821171,0.016517858918919867,2.5229453189095565
vanilla,Wr,4,5,7,-0.012621757904214029,0.026523406531893497,0.029373455136375768,2.0149562466451654
vanilla,Wr,4,6,8,-0.023886508869585148,0.019346994414091302,0.030738762155227556,2.460811070284705
vanilla,Wr,4,7,9,0.010465837768906671,0.022815925356359016,0.02510179694906362,1.140724819479114
vanilla,Wr,4,8,10,0.01397585304518697,-0.01448841629784442,0.020130540856129666,-0.8034034687792828
vanilla,Wr,4,9,11,-0.0066192365018890266,-0.02316099356665336,0.02408829414596431,-1.8491682256938173
vanilla,Wc,5,0,0,-0.11195703257816711,0.015727931869046224,0.11305637967220661,3.002024149007096
vanilla,Wc,5,1,1,-0.06300735110942715,-0.06569953702749362,0.09102942084542577,-2.3352803540190754
vanilla,Wr,5,0,2,-0.07341482365211287,-0.11449462016200038,0.13601012601240972,-2.140965764011285
vanilla,Wr,5,1,3,0.1556563729966316,0.0351371260797552,0.15957294283057863,0.22201412796213704
vanilla,Wr,5,2,4,-0.11196273484031531,0.1432223458543007,0.18179189845791172,2.234303954096132
vanilla,Wr,5,3,5,-0.0131892118615808,0.01706186466526279,0.02156530860862897,2.228869998329735
vanilla,Wr,5,4,6,-0.02180304474537486,-0.00966775212420767,0.023850328955885285,-2.7242300148687297
vanilla,Wr,5,5,7,0.006402445412065225,0.0015893043187296093,0.006596756435704417,0.24331580962086138
vanilla,Wr,5,6,8,-0.007687119373644936,0.0052252121381445955,0.009294872035336525,2.5445965104724886
vanilla,Wr,5,7,9,0.008187854189475952,0.0010724089209951566,0.008257785243147759,0.13023424716816095
vanilla,Wr,5,8,10,0.018558486249565895,0.00024170469161878408,0.018560060157048978,0.013023208009760917
vanilla,Wr,5,9,11,-0.004616211107592731,-0.01798716003281591,0.018570065455888744,-1.822013860527432
vanilla,Wc,6,0,0,0.020321149856287236,-0.09881508972948304,0.10088295737996318,-1.3679757074044505
vanilla,Wc,6,1,1,0.0161324864362923,0.031156139066175707,0.03508506976091162,1.0930144416392686
vanilla,Wr,6,0,2,0.16485938632799835,-0.05210814372180808,0.17289845546614005,-0.30613966056924136
vanilla,Wr,6,1,3,0.15885093291248994,-0.04299539666989001,0.16456677374843798,-0.2643315984075316
vanilla,Wr,6,2,4,0.15824089094593058,0.056956565967394776,0.1681791603444377,0.34549876915392524
vanilla,Wr,6,3,5,0.026051778252209234,0.0066113620123534325,0.026877597693258825,0.24853103236113225
vanilla,Wr,6,4,6,-0.01511275157737854,0.0007447665112151457,0.01513109174500588,3.0923518204443012
vanilla,Wr,6,5,7,0.011299056874589744,-0.0006105048447632675,0.01131553809682479,-0.053978999051405255
vanilla,Wr,6,6,8,-0.023537939009125087,0.013667056298049759,0.027218063866692538,2.6155304951204617
