method,block,antenna_index,column_index,global_column_index,real,imag,abs,phase_rad
cse,Wc,5,1,1,-0.10027262835520595,-0.0759636378991509,0.12579775149077416,-2.4932636710203027
cse,Wr,5,0,2,-0.05199652706306155,-0.09275245700165587,0.10633276591184729,-2.0817371875366377
cse,Wr,5,1,3,0.12470453865722085,0.08085219325893207,0.14862132793273647,0.5752144479494335
cse,Wr,5,2,4,-0.1105171274821118,0.14865753136836035,0.18523794724470577,2.2100822131717286
cse,Wr,5,3,5,0.012769004627715679,-0.010726466983604778,0.01667646764554736,-0.6986829245355646
cse,Wr,5,4,6,0.005454330443317156,-0.020016896918802676,0.02074670775913298,-1.3047685690635304
cse,Wr,5,5,7,-0.011624812351157959,0.013927408759944767,0.01814136094581167,2.2663238715116547
cse,Wr,5,6,8,0.01953293584934609,-0.009437057627465335,0.021693170343653582,-0.45006533489083095
cse,Wr,5,7,9,-0.0033443001164504063,-0.007289433695369589,0.008019986712462793,-2.0009337570284975
cse,Wr,5,8,10,-0.006718264239152543,-0.024735786546437055,0.025631898299930348,-1.8359997719178487
cse,Wr,5,9,11,-0.01989005780991897,0.006595966947756867,0.020955218434982246,2.821383714339867
cse,Wc,6,0,0,0.010163306227185117,-0.040784243409503894,0.042031503707971256,-1.3265736836577486
cse,Wc,6,1,1,0.018582117051884502,0.018052990198817537,0.02590763457455232,0.7709560038257934
cse,Wr,6,0,2,0.17422893802380077,-0.027273905699504497,0.17635075496579786,-0.15528042164896083
cse,Wr,6,1,3,0.2046026514082515,-0.021060169134759915,0.20568367870900983,-0.10257081578486239
cse,Wr,6,2,4,0.1191891376828534,0.060636990195087795,0.1337269423919554,0.47061985812772694
cse,Wr,6,3,5,0.004916497209628102,0.03468114727511631,0.035027902037241515,1.4299718733250815
cse,Wr,6,4,6,-0.0042302295870176535,-0.030706260731982352,0.030996278655660597,-1.707698973997285
cse,Wr,6,5,7,-0.007884403749089856,-0.03479554818186004,0.03567763999698979,-1.793625837892658
cse,Wr,6,6,8,0.018708292956626692,0.004753594648593528,0.019302768905887696,0.2488245805097403
cse,Wr,6,7,9,-0.0006560485359420672,0.040844206757970604,0.040849475215348395,1.5868571632683979
cse,Wr,6,8,10,-0.005138885871912099,-0.015477797632875526,0.01630859796453346,-1.8913613607927213
cse,Wr,6,9,11,-0.021000116087988043,-0.008063412277247816,0.02249496595378275,-2.774981253134011
cse,Wc,7,0,0,-0.06648324133053099,-0.05911633826389773,0.0889649528047152,-2.4147812499649364
cse,Wc,7,1,1,-0.10856176311737309,0.07454174796656429,0.131689515911721,2.539896413328915
cse,Wr,7,0,2,0.09012518305611104,0.16671377774994037,0.1895152561472401,1.0751999635655598
cse,Wr,7,1,3,0.14544083053564288,-0.034978854951999226,0.1495879523245458,-0.23601987433456922
cse,Wr,7,2,4,0.024790086175569662,-0.11185440380589376,0.11456856472594963,-1.3526935544156633
cse,Wr,7,3,5,-0.013020172360179624,0.01027335165962964,0.016585133180387807,2.47357448838126
cse,Wr,7,4,6,-0.01874262072548529,-0.005823530503253409,0.01962649584571106,-2.8403388362112625
cse,Wr,7,5,7,0.0030391103866384537,0.009344174762441837,0.009825975469805973,1.256346307912483
cse,Wr,7,6,8,-0.02503504397129522,0.0081190588932521,0.02631867291405061,2.8279869942669005
cse,Wr,7,7,9,0.0023389040976877036,0.014838065302813246,0.015021273391717849,1.414454081787957
cse,Wr,7,8,10,0.030433417760161948,-0.02103187098355978,0.03699368207726347,-0.6047130355411442
cse,Wr,7,9,11,-0.016719667018300844,0.001165333426321321,0.01676022873344391,3.072006824127012
cse,Wc,8,0,0,-0.02860151780303786,-0.012587720526448425,0.0312489604417405,-2.7269963624017413
cse,Wc,8,1,1,0.08627448916742234,0.1033412950678871,0.13462061783919943,0.875163584808248
cse,Wr,8,0,2,-0.14393477338234914,-0.12469909135972258,0.19043918287623648,-2.4276780566268146
cse,Wr,8,1,3,0.14594576253471853,-0.046602206210254675,0.15320551956605072,-0.3090785584673808
cse,Wr,8,2,4,-0.1239693113926965,0.0516573094255717,0.13430140648656144,2.746777961112456
cse,Wr,8,3,5,0.025820536259508114,0.015865551811951536,0.030305376206645116,0.5509802694170045
cse,Wr,8,4,6,-0.0003599916270057691,0.01786727433725987,0.01787090054290548,1.5909417009406477
cse,Wr,8,5,7,-0.007990441107481757,0.023455804302685426,0.02477946538119841,1.8991258207065864
cse,Wr,8,6,8,0.008222597990540852,-0.0030836754582150507,0.008781809155615047,-0.3587921237593151
cse,Wr,8,7,9,-0.010832551467480142,-0.018093497077959778,0.021088357162324076,-2.110258369848736
cse,Wr,8,8,10,0.010287417770993526,-0.02068947185336676,0.023105956157800714,-1.1093674945761949
cse,Wr,8,9,11,-0.012874684398793319,0.007184833578943496,0.01474378960530996,2.63258316842326
cse,Wc,9,0,0,-0.09253435279163201,-0.06543387869712443,0.11333225016700324,-2.5260970205951065
cse,Wc,9,1,1,-0.01730851763181375,-0.04060510882158153,0.04414022706130187,-1.9737375548750355
cse,Wr,9,0,2,0.1570982074369986,-0.13641111461367558,0.20805729732471193,-0.7150326340071362
cse,Wr,9,1,3,0.10473600110488497,-0.047254271032297575,0.1149025502686355,-0.4238306728212729
cse,Wr,9,2,4,0.08234882861265895,0.13641647467358695,0.159344859145962,1.0276918243065831
cse,Wr,9,3,5,0.020543245986685197,-0.0075490717760912035,0.021886375678719268,-0.35215467668634837
cse,Wr,9,4,6,-0.00409346510850602,-0.0005005400389456954,0.004123954040134779,-3.019918839378363
cse,Wr,9,5,7,0.008203261125397054,-0.002820425392799439,0.008674577366523306,-0.33115651430333826
cse,Wr,9,6,8,-0.031428717632597095,-0.0010966339011188435,0.03144784409053508,-3.1067140693884983
cse,Wr,9,7,9,-0.00740136810530056,-0.015686045483831,0.01734451708036218,-2.0116665893006394
cse,Wr,9,8,10,0.02974303005313602,0.0038432310966338007,0.029990302799469792,0.1285024921964201
cse,Wr,9,9,11,-0.017993039286816413,-0.015555919685985046,0.023785207589040208,-2.4287107834197985
