method,update,episode_start,episode_end,reward,cost,dual,entropy_threshold,low_entropy_rate,quality_reward,improvement_reward,relative_loss_improvement,relative_quality_improvement,radar_loss,beam_objective,beampattern_loss,cross_corr,sidelobe_ratio,sidelobe_leakage,target_mean,target_min,target_min_ratio,target_band_error_mean,feasible_rate,accepted_rate,mean_step_scale,rollout_time_sec,reset_time_sec,policy_time_sec,env_step_time_sec,transition_time_sec,segment_time_sec,ppo_update_time_sec,update_time_sec,transitions_per_sec
cse,1,1,64,0.01889062504389933,0.009397510963000108,0.00046987554815000544,0.20778766814789032,0.025390625,0.0023613281304874167,0.0023613281304874167,0.003280540099483541,0.0023613281304874167,0.6801618974369017,0.6801618974369017,0.5151187991981354,0.16504309823876645,0.8715653664623269,0.9650151667095777,2.1458827482556986,1.949527877336914,0.9095005941215493,0.019328223362371368,0.984375,0.123046875,0.0747528076171875,4.683224597945809,2.607610050938092,0.3572640389902517,1.6884777577361092,0.02904402813874185,0.008274364052340388,1.209904524963349,5.904221016098745,109.32638170387499
cse,2,65,128,0.02799184675798514,0.01251132256282536,0.0010954416762912734,0.23001533986884565,0.015625,0.0034989808447481426,0.0034989808447481426,0.004397369122551975,0.0034989808447481426,0.6919198248883669,0.6919198248883669,0.5238956186766351,0.16802420621173167,0.8569086953308058,0.9523545838524095,2.1524503215615227,1.9865077727781573,0.9232268395100648,0.017704854192003155,0.984375,0.140625,0.094482421875,4.381236836081371,2.557715378003195,0.026434767758473754,1.7641165211098269,0.03223604895174503,0.0059498000191524625,1.148014282924123,5.541427506017499,116.86197737211093
cse,3,129,192,0.024625326536195886,0.02093345265761012,0.0021421143091717794,0.24780951376481394,0.046875,0.003078165817024486,0.003078165817024486,0.00410986627715524,0.003078165817024486,0.6573543080313546,0.6573543080313546,0.5056570052932672,0.15169730273808746,0.8479582952436111,0.9409533857509641,2.1804208323028353,2.001100118097497,0.919709493314447,0.018262157587853343,0.96875,0.138671875,0.088958740234375,4.300260727992281,2.5163213779451326,0.023804347147233784,1.7297633358975872,0.02972004923503846,0.007437198073603213,1.0020368490368128,5.314601104008034,119.0625481536893
cse,4,193,256,0.019858590491343642,0.02315493739908047,0.003299861179125803,0.2620518209649641,0.0625,0.0024823238114179552,0.0024823238114179552,0.0032889802525153024,0.0024823238114179552,0.700850637944792,0.700850637944792,0.5179741905011321,0.18287644744365983,0.8499312281614625,0.9451533018534815,2.1944056868301116,1.946905309679307,0.8900169762563379,0.02334837350468332,0.96875,0.1171875,0.06850433349609375,4.266460928949527,2.5191545229172334,0.024738135980442166,1.6895421029767022,0.03227079915814102,0.005693509941920638,0.9874004700686783,5.2664824209641665,120.00578665232563
cse,5,257,320,0.019368441291554878,0.0,0.003299861179125803,0.27344878539128326,0.03125,0.0024210551614443597,0.0024210551614443597,0.003336750355322612,0.0024210551614443597,0.6500121885286211,0.6500121885286211,0.49829424898047286,0.15171793954814822,0.8236676174640611,0.913744072170079,2.174841612528739,2.003831227988645,0.9229102966754942,0.016411040871645976,1.0,0.15234375,0.0756072998046875,4.413428207975812,2.6039467700757086,0.024883100064471364,1.7529766409425065,0.030908487737178802,0.005640606046654284,1.00564193201717,5.431326686986722,116.00959070201466
cse,6,321,384,0.02162810561035792,0.00010420358384265875,0.003305071358317936,0.28257321389170087,0.03125,0.00270351320129474,0.00270351320129474,0.003614527941075571,0.00270351320129474,0.6654274154557245,0.6654274154557245,0.5097094908219248,0.1557179246337998,0.8306175030252815,0.9256743848757081,2.2191391183279,2.0203639718631505,0.9117654268060849,0.018291566146199582,0.984375,0.126953125,0.07816314697265625,4.438893149024807,2.6645946259377524,0.024173277197405696,1.7161874661687762,0.033228222047910094,0.006142062949948013,1.0035252899397165,5.455107846995816,115.34406952608957
cse,7,385,448,0.022417284121901852,0.014476526439331013,0.004028897680284487,0.2898732736714986,0.03125,0.0028021605152377315,0.0028021605152377315,0.003071035607225306,0.0028021605152377315,0.6662435272370173,0.6662435272370173,0.496958698135318,0.16928482910169929,0.8654067423355783,0.9573436872432413,2.1513871259853756,1.9169122122877384,0.8941933265291166,0.020515500366394563,0.984375,0.134765625,0.087646484375,4.243876317981631,2.5494167959550396,0.02165841602254659,1.6420050441520289,0.030119091039523482,0.005706822033971548,1.0008565729949623,5.256167337996885,120.64442072230442
cse,8,449,512,0.023703930203692596,0.0,0.004028897680284487,0.29571355591307824,0.03125,0.0029629912754615744,0.0029629912754615744,0.003514071967285198,0.0029629912754615744,0.6618599035805393,0.6618599035805393,0.5002873199123289,0.16157258366821026,0.8491275741099593,0.9422785629458907,2.1804563374656505,2.002836365417635,0.9187966316836065,0.017668982883237642,1.0,0.1328125,0.08138275146484375,4.322039082995616,2.595339561928995,0.02354819781612605,1.672855654032901,0.02962467190809548,0.07634212297853082,1.0011661120224744,5.404882999020629,118.46260299088539
cse,9,513,576,0.016121595551099765,0.0,0.004028897680284487,0.30038450396797567,0.015625,0.0020151994438874707,0.0020151994438874707,0.0025989483586904534,0.0020151994438874707,0.6848478235739124,0.6848478235739124,0.5034225575616695,0.1814252660122429,0.841150772217126,0.9338010718701135,2.1896170484575053,1.9992538063023955,0.9141403210168303,0.01823216620974158,1.0,0.12890625,0.05889892578125,4.265456838998944,2.521395792020485,0.02603968302719295,1.6813179459422827,0.03598802792839706,0.005489918985404074,1.0164975670631975,5.293803434004076,120.03403605419223
cse,10,577,640,0.019953637446552038,0.0,0.004028897680284487,0.3041194188702788,0.05078125,0.0024942046808190048,0.0024942046808190048,0.003532776626064575,0.0024942046808190048,0.6736495753660783,0.6736495753660783,0.5179898325212059,0.15565974284487238,0.8500807910124409,0.9448171741167675,2.138224342120319,1.9472079283136177,0.9108993316957827,0.019484847663297077,1.0,0.126953125,0.073638916015625,4.361417059088126,2.5948071259772405,0.022455703001469374,1.7135128111112863,0.02996999293100089,0.005352851003408432,0.9803975360700861,5.352523662033491,117.3930383321442
cse,11,641,704,0.020707370033786483,0.010986844359036504,0.004578239898236312,0.3071113973066963,0.044921875,0.00258842125422331,0.00258842125422331,0.0035419780141110603,0.00258842125422331,0.6876542221427067,0.6876542221427067,0.5028584166787279,0.18479580546397886,0.8532037213336207,0.9487878927228662,2.186271229425678,1.9724702435314327,0.9042502321812131,0.019846207149892235,0.984375,0.125,0.07698822021484375,4.343492171028629,2.578953059972264,0.025093693868257105,1.7120474682888016,0.0267760461429134,0.004460836062207818,1.0002471129409969,5.353572199004702,117.87750037057113
cse,12,705,768,0.028485436405195637,0.0,0.004578239898236312,0.30951233538888906,0.04296875,0.0035606795506494546,0.0035606795506494546,0.004042659693359391,0.0035606795506494546,0.6455688347976327,0.6455688347976327,0.5079010635959744,0.1376677712016584,0.8500609609655441,0.9442812102274885,2.175105343929144,1.9808667000780102,0.911281304456451,0.018746055745004087,1.0,0.15234375,0.09637451171875,4.33211828104686,2.5900289859855548,0.022444054018706083,1.69064118899405,0.028343599988147616,0.006426778971217573,0.9984377380460501,5.3422604110091925,118.18698539234593
cse,13,769,832,0.01813471847126632,0.0,0.004578239898236312,0.3114443332441084,0.09375,0.0022668398089082894,0.0022668398089082894,0.0030874057614350982,0.0022668398089082894,0.6723469879766641,0.6723469879766641,0.5104365555902541,0.16191043238640987,0.8523698137469584,0.9467100206659473,2.168934204813765,1.972996222040898,0.9112747993030377,0.01925763507483138,1.0,0.130859375,0.0682373046875,4.249511045985855,2.5192301149945706,0.020575250149704516,1.678773953113705,0.030294970143586397,0.005723720998503268,0.9831581950420514,5.2453714238945395,120.48444973066773
cse,14,833,896,0.023608302849335676,5.7394479183949325e-06,0.0045785268706322315,0.31299879458909485,0.078125,0.0029510378561669595,0.0029510378561669595,0.0037256058362079274,0.0029510378561669595,0.6805711618001782,0.6805711618001782,0.5153087649209417,0.16526239687923655,0.8508518803765748,0.9446950977949301,2.144692489687709,1.9477777038295332,0.9094396108056425,0.01916971066598015,0.984375,0.138671875,0.080169677734375,4.375947401043959,2.5143322170479223,0.021045503090135753,1.8130930830957368,0.026848613983020186,0.005479917046613991,0.9772594060050324,5.365663622040302,117.00323451736496
cse,15,897,960,0.017125355984037305,0.0,0.0045785268706322315,0.31425131018022157,0.0625,0.002140669498004663,0.002140669498004663,0.0028950173457117,0.002140669498004663,0.6922072172886782,0.6922072172886782,0.5159803744961349,0.1762268427925433,0.8536750765363819,0.9489919434530893,2.173638506128093,1.9586848767092646,0.9015604970272604,0.019926499457791153,1.0,0.11328125,0.0573577880859375,4.240586079075001,2.5272455440135673,0.027092915028333664,1.652546633966267,0.032981783035211265,0.006023869034834206,0.9748408460291103,5.2266696819569916,120.7380278227208
cse,16,961,1024,0.023827744492001757,0.0004747766903885109,0.004602265705151657,0.31526514750057677,0.07421875,0.0029784680615002196,0.0029784680615002196,0.003792631742810802,0.0029784680615002196,0.6741514601391418,0.6741514601391418,0.5170092228205727,0.1571422373185693,0.8451523812773631,0.9376363848811767,2.1545803971135555,1.9881861406060846,0.9237374683815667,0.016783032406975748,0.984375,0.130859375,0.08721923828125,4.361557774944231,2.5987911770353094,0.024926629150286317,1.7083977782167494,0.02875239006243646,0.005397906992584467,0.9741363659268245,5.347004562965594,117.3892509096814
cse,17,1025,1088,0.020593573211774976,0.0,0.004602265705151657,0.31607842873524095,0.052734375,0.0025741966514718716,0.0025741966514718716,0.002891372160036855,0.0025741966514718716,0.6543504598255422,0.6543504598255422,0.49983553159156835,0.15451492823397384,0.8389997656260406,0.9292466918812511,2.163566110219964,2.001679291100671,0.9260753348263222,0.016170062873038477,1.0,0.125,0.07337188720703125,4.217641854076646,2.5036740800132975,0.02177564485464245,1.6645728830480948,0.02700750599615276,0.006105567910708487,0.9848973039770499,5.213816303992644,121.39484994561977
