algo,seed,update,episode,train_reward,train_objective,train_feasible_rate,train_min_sinr_db,actor_loss,critic_loss,entropy,alpha_entropy,approx_kl,clip_fraction,grad_norm,update_time_sec
ppo,1,1,256,-12.968675166900976,1288.0253668376417,0.0,-15.620571726037515,0.0515453927218914,52.994566917419434,0.7188291251659393,0.001,0.06055973842740059,0.42333984375,26.92015552520752,10.53867539705243
ppo,1,2,512,-13.279736435847946,1262.9656756571108,0.0,-15.60301091686443,0.0021352481562644243,48.227928161621094,0.7185220271348953,0.001,0.052956925705075264,0.4228515625,27.932116508483887,9.75690585700795
ppo,1,3,768,-13.100615314854346,1266.3191450510217,0.0,-15.558554213723582,-0.019650529138743877,37.495957374572754,0.7182027449210485,0.001,0.07405442247788112,0.4931640625,33.65073013305664,9.732905099052005
ppo,1,4,1024,-13.135881259340321,1338.0200253261398,0.0,-16.301310365433164,-0.004990864894352853,31.560206651687622,0.717776395380497,0.001,0.061450766399502754,0.402099609375,39.260629177093506,9.696001767995767
ppo,1,5,1280,-12.419161386595636,1244.278089168794,0.0,-15.229611507034388,0.026054302928969264,22.16962504386902,0.7172547876834869,0.001,0.09298064932227135,0.489501953125,32.98764443397522,9.673886260017753
ppo,1,6,1536,-13.351583744514645,1352.1512736038017,0.0,-16.447851495437373,0.03185898647643626,23.099089860916138,0.7167759910225868,0.001,0.13300405256450176,0.55224609375,34.109028816223145,9.688990003080107
ppo,1,7,1792,-13.154005650861563,1310.9738816105353,0.0,-16.050113010486914,0.0507288696244359,19.818005084991455,0.7163047194480896,0.001,0.06034555286169052,0.4326171875,26.471415519714355,9.67401429603342
ppo,1,8,2048,-12.985705046451688,1226.3888109727895,0.0,-15.308201832735179,0.06464628502726555,17.460830688476562,0.7155514806509018,0.001,0.1037353165447712,0.48681640625,23.417726516723633,9.692137443926185
ppo,1,9,2304,-12.623852754673681,1262.5204032461615,0.0,-15.38342063890398,0.07632669224403799,15.740150213241577,0.7144336700439453,0.001,0.10815628245472908,0.48876953125,19.471192359924316,9.730955367092974
ppo,1,10,2560,-12.52829974307544,1256.290284292576,0.0,-15.494910547518167,0.07288500154390931,15.297646522521973,0.7127730399370193,0.001,0.13667426630854607,0.5322265625,17.665287494659424,9.639524225029163
ppo,1,11,2816,-13.009851606753244,1279.6126488541672,0.0,-15.797596959584762,0.09732097620144486,16.267303943634033,0.7109566181898117,0.001,0.10958749055862427,0.50439453125,19.970981121063232,9.669625769020058
ppo,1,12,3072,-12.886501371381168,1343.178947536982,0.0,-16.55615369724353,0.09328712988644838,16.268822193145752,0.7098219394683838,0.001,0.09908635169267654,0.5078125,17.936336755752563,9.757051060907543
