algo,seed,update,entropy_mean,entropy_threshold,high_entropy_rate,macro_step_rate,average_macro_length,num_macro_segments
ppo,1,61,0.696721668044726,nan,1.0,0.0,1.0,0.0
ppo,1,62,0.6947588870922724,nan,1.0,0.0,1.0,0.0
ppo,1,63,0.6945373862981796,nan,1.0,0.0,1.0,0.0
ppo,1,64,0.6952326695124308,nan,1.0,0.0,1.0,0.0
ppo,1,65,0.6949062993129095,nan,1.0,0.0,1.0,0.0
ppo,1,66,0.6944005986054739,nan,1.0,0.0,1.0,0.0
ppo,1,67,0.6937895665566126,nan,1.0,0.0,1.0,0.0
ppo,1,68,0.6955090165138245,nan,1.0,0.0,1.0,0.0
ppo,1,69,0.6940118968486786,nan,1.0,0.0,1.0,0.0
ppo,1,70,0.6942076732714971,nan,1.0,0.0,1.0,0.0
ppo,1,71,0.693968599041303,nan,1.0,0.0,1.0,0.0
ppo,1,72,0.6942737400531769,nan,1.0,0.0,1.0,0.0
ppo,1,73,0.6932412485281626,nan,1.0,0.0,1.0,0.0
ppo,1,74,0.6925531427065531,nan,1.0,0.0,1.0,0.0
ppo,1,75,0.6925963560740153,nan,1.0,0.0,1.0,0.0
ppo,1,76,0.6935148735841116,nan,1.0,0.0,1.0,0.0
ppo,1,77,0.6935725112756094,nan,1.0,0.0,1.0,0.0
ppo,1,78,0.6917129158973694,nan,1.0,0.0,1.0,0.0
ppo,1,79,0.6920024007558823,nan,1.0,0.0,1.0,0.0
ppo,1,80,0.6899546980857849,nan,1.0,0.0,1.0,0.0
ppo,1,81,0.6924204776684443,nan,1.0,0.0,1.0,0.0
ppo,1,82,0.6918130964040756,nan,1.0,0.0,1.0,0.0
ppo,1,83,0.6923762708902359,nan,1.0,0.0,1.0,0.0
ppo,1,84,0.6914472232262293,nan,1.0,0.0,1.0,0.0
ppo,1,85,0.6897571583588918,nan,1.0,0.0,1.0,0.0
ppo,1,86,0.6907123128573099,nan,1.0,0.0,1.0,0.0
ppo,1,87,0.6907128940025965,nan,1.0,0.0,1.0,0.0
ppo,1,88,0.6898785630861918,nan,1.0,0.0,1.0,0.0
ppo,1,89,0.6908470938603083,nan,1.0,0.0,1.0,0.0
ppo,1,90,0.6899609863758087,nan,1.0,0.0,1.0,0.0
ppo,1,91,0.6917828867832819,nan,1.0,0.0,1.0,0.0
ppo,1,92,0.6913363436857859,nan,1.0,0.0,1.0,0.0
ppo,1,93,0.6890484640995661,nan,1.0,0.0,1.0,0.0
ppo,1,94,0.6929557720820109,nan,1.0,0.0,1.0,0.0
ppo,1,95,0.6921176314353943,nan,1.0,0.0,1.0,0.0
ppo,1,96,0.6900531103213629,nan,1.0,0.0,1.0,0.0
ppo,1,97,0.6911870737870535,nan,1.0,0.0,1.0,0.0
ppo,1,98,0.6880149145921072,nan,1.0,0.0,1.0,0.0
ppo,1,99,0.6894343843062719,nan,1.0,0.0,1.0,0.0
ppo,1,100,0.6900373250246048,nan,1.0,0.0,1.0,0.0
heppo,1,1,0.718939483165741,0.718939483165741,1.0,0.0,1.0,0.0
heppo,1,2,0.718917727470398,0.7189325475692749,0.3603515625,0.525390625,2.69,200.0
heppo,1,3,0.7188494205474854,0.7189080877304077,0.3203125,0.578125,2.740740740740741,216.0
heppo,1,4,0.7187268733978271,0.7188575254440307,0.2958984375,0.5908203125,2.800925925925926,216.0
heppo,1,5,0.7186055183410645,0.7187899388122558,0.2333984375,0.6728515625,2.6705426356589146,258.0
heppo,1,6,0.7184102535247803,0.7186924177207946,0.0302734375,0.9560546875,2.667574931880109,367.0
heppo,1,7,0.7182911038398743,0.7185990395385742,0.001953125,0.9970703125,2.6657963446475197,383.0
heppo,1,8,0.7181543111801147,0.7184962846627807,0.0,1.0,2.6666666666666665,384.0
heppo,1,9,0.7180430889129639,0.7183984643452148,0.0,1.0,2.6666666666666665,384.0
heppo,1,10,0.7178727388381958,0.7182843284791931,0.0,1.0,2.6666666666666665,384.0
heppo,1,11,0.7176592350006104,0.7181507219462573,0.0,1.0,2.6666666666666665,384.0
heppo,1,12,0.7173709869384766,0.7179789964031361,0.0,1.0,2.6666666666666665,384.0
heppo,1,13,0.7170398235321045,0.7177509310778922,0.0,1.0,2.6666666666666665,384.0
heppo,1,14,0.7166678309440613,0.7174784495780425,0.0107421875,0.984375,2.6666666666666665,378.0
heppo,1,15,0.7163118124008179,0.7171702038724865,0.1484375,0.7919921875,2.6245954692556634,309.0
heppo,1,16,0.7158021330833435,0.7168034109655734,0.162109375,0.755859375,2.6506849315068495,292.0
heppo,1,17,0.7153133153915405,0.7163907601979348,0.1796875,0.736328125,2.6549295774647885,284.0
heppo,1,18,0.7151032090187073,0.7160002886888959,0.2587890625,0.630859375,2.6260162601626016,246.0
heppo,1,19,0.7147294282913208,0.7156115126321775,0.2431640625,0.6416015625,2.649193548387097,248.0
heppo,1,20,0.7143034934997559,0.7152006349333178,0.2373046875,0.658203125,2.5923076923076924,260.0
heppo,1,21,0.7136678695678711,0.7147175162131031,0.2529296875,0.6435546875,2.5843137254901962,255.0
heppo,1,22,0.7129131555557251,0.7141909050221792,0.1953125,0.71484375,2.6618181818181816,275.0
heppo,1,23,0.7126888036727905,0.7136997475048344,0.2578125,0.6162109375,2.596707818930041,243.0
heppo,1,24,0.7122185230255127,0.7132155024067911,0.240234375,0.6611328125,2.6342412451361867,257.0
heppo,1,25,0.7118678689002991,0.7127519172872188,0.26171875,0.6220703125,2.610655737704918,244.0
heppo,1,26,0.7113920450210571,0.7122980699892904,0.251953125,0.626953125,2.620408163265306,245.0
heppo,1,27,0.7110912799835205,0.7118473304077837,0.2666015625,0.6064453125,2.6092436974789917,238.0
heppo,1,28,0.7104939222335815,0.7113896427762392,0.2265625,0.673828125,2.6538461538461537,260.0
heppo,1,29,0.709831178188324,0.7108816598424819,0.2109375,0.6923828125,2.6259259259259258,270.0
heppo,1,30,0.7094806432723999,0.7103826836402819,0.2470703125,0.638671875,2.616,250.0
heppo,1,31,0.7089276313781738,0.7098585522695864,0.2451171875,0.6533203125,2.6338582677165356,254.0
heppo,1,32,0.7081899642944336,0.7093131642758437,0.2177734375,0.693359375,2.6591760299625467,267.0
heppo,1,33,0.7076095938682556,0.7087617239331871,0.2236328125,0.6708984375,2.6423076923076922,260.0
heppo,1,34,0.7069117426872253,0.7082071678619122,0.1806640625,0.7421875,2.629757785467128,289.0
heppo,1,35,0.7066186666488647,0.7076491965278414,0.244140625,0.6572265625,2.5984555984555984,259.0
heppo,1,36,0.7056937217712402,0.7070215021311781,0.2080078125,0.6953125,2.6176470588235294,272.0
heppo,1,37,0.7047313451766968,0.7063378552388779,0.185546875,0.7265625,2.610526315789474,285.0
heppo,1,38,0.703952431678772,0.7056214364204114,0.17578125,0.7421875,2.629757785467128,289.0
heppo,1,39,0.7030866146087646,0.7048778296973949,0.16796875,0.763671875,2.6508474576271186,295.0
heppo,1,40,0.7021372318267822,0.7041123129102902,0.1533203125,0.7705078125,2.6928327645051193,293.0
heppo,1,41,0.7015059590339661,0.703337379071976,0.1796875,0.7275390625,2.6512455516014235,281.0
heppo,1,42,0.7006977200508118,0.7025167288572511,0.1962890625,0.7255859375,2.6161971830985915,284.0
heppo,1,43,0.6994561553001404,0.7016784264398354,0.142578125,0.794921875,2.634304207119741,309.0
heppo,1,44,0.6989995837211609,0.7008722292385687,0.19140625,0.7294921875,2.6210526315789475,285.0
heppo,1,45,0.6980894804000854,0.7000863970917216,0.1572265625,0.759765625,2.664383561643836,292.0
heppo,1,46,0.6978545188903809,0.6993808771452705,0.2060546875,0.69921875,2.671641791044776,268.0
heppo,1,47,0.697378396987915,0.6987382217471918,0.2001953125,0.720703125,2.6357142857142857,280.0
heppo,1,48,0.6970375180244446,0.6981703197340267,0.212890625,0.6923828125,2.6356877323420074,269.0
heppo,1,49,0.696760356426239,0.6976121620639242,0.251953125,0.646484375,2.637450199203187,251.0
heppo,1,50,0.6959354877471924,0.697036117418931,0.2177734375,0.6826171875,2.6577946768060836,263.0
heppo,1,51,0.6952396035194397,0.6964665962094673,0.1826171875,0.7255859375,2.663082437275986,279.0
heppo,1,52,0.6949681043624878,0.6959352408118731,0.2294921875,0.673828125,2.593984962406015,266.0
heppo,1,53,0.6945681571960449,0.6954212764316945,0.2353515625,0.669921875,2.6384615384615384,260.0
heppo,1,54,0.6937891840934753,0.694909764084351,0.1962890625,0.7041015625,2.660516605166052,271.0
heppo,1,55,0.6932351589202881,0.6943685847545719,0.19921875,0.6982421875,2.667910447761194,268.0
heppo,1,56,0.6924552917480469,0.6937797012349014,0.1806640625,0.7333984375,2.6631205673758864,282.0
heppo,1,57,0.6918915510177612,0.693191623880072,0.173828125,0.7470703125,2.6288659793814433,291.0
heppo,1,58,0.6912873387336731,0.6926077653516163,0.1826171875,0.7255859375,2.6535714285714285,280.0
heppo,1,59,0.6906784772872925,0.6920009151735965,0.1982421875,0.7041015625,2.6313868613138687,274.0
heppo,1,60,0.6903098225593567,0.6914115727455667,0.2255859375,0.6689453125,2.67578125,256.0
heppo,1,61,0.6894814968109131,0.690803184549908,0.1865234375,0.7255859375,2.6535714285714285,280.0
heppo,1,62,0.6885203123092651,0.6901719565716585,0.142578125,0.7880859375,2.6546052631578947,304.0
heppo,1,63,0.687799334526062,0.6894881936333339,0.146484375,0.7880859375,2.6546052631578947,304.0
heppo,1,64,0.6871408224105835,0.6887979294794211,0.1708984375,0.7529296875,2.6404109589041096,292.0
heppo,1,65,0.686577558517456,0.6881248494734294,0.169921875,0.75390625,2.6620689655172414,290.0
heppo,1,66,0.6861412525177002,0.6875221626559835,0.1650390625,0.7548828125,2.6840277777777777,288.0
heppo,1,67,0.685727059841156,0.6869486488183293,0.189453125,0.71484375,2.6618181818181816,275.0
heppo,1,68,0.685143232345581,0.6863997298304203,0.1826171875,0.73046875,2.652482269503546,282.0
heppo,1,69,0.6847296953201294,0.6858436264851858,0.2119140625,0.693359375,2.6394052044609664,269.0
heppo,1,70,0.6839792728424072,0.6852818114168778,0.169921875,0.7392578125,2.6193771626297577,289.0
heppo,1,71,0.6837376356124878,0.6847183499818909,0.2158203125,0.685546875,2.6390977443609023,266.0
heppo,1,72,0.6831135153770447,0.6841399744419946,0.2119140625,0.701171875,2.63003663003663,273.0
heppo,1,73,0.6820509433746338,0.6835271871303473,0.1552734375,0.7705078125,2.6565656565656566,297.0
heppo,1,74,0.6813822984695435,0.6828767471484307,0.1728515625,0.751953125,2.636986301369863,292.0
heppo,1,75,0.6805605888366699,0.6821874422210029,0.1474609375,0.7880859375,2.69,300.0
heppo,1,76,0.6794075965881348,0.6814121780695575,0.1162109375,0.8203125,2.6666666666666665,315.0
heppo,1,77,0.6781451106071472,0.6805073402644838,0.10546875,0.84765625,2.670769230769231,325.0
heppo,1,78,0.6771058440208435,0.6796171897508021,0.09375,0.8544921875,2.675840978593272,327.0
heppo,1,79,0.6766511797904968,0.6787807531243416,0.1279296875,0.80859375,2.6453674121405752,313.0
heppo,1,80,0.6758779883384705,0.6779858642487409,0.1181640625,0.81640625,2.637223974763407,317.0
heppo,1,81,0.6752132177352905,0.6772052831386473,0.1298828125,0.8017578125,2.6918032786885244,305.0
heppo,1,82,0.674846887588501,0.6764938240794298,0.1650390625,0.7451171875,2.6493055555555554,288.0
heppo,1,83,0.6747039556503296,0.6759083370803163,0.203125,0.705078125,2.6350364963503647,274.0
heppo,1,84,0.6746231317520142,0.6753879817675246,0.251953125,0.640625,2.5625,256.0
heppo,1,85,0.6741691827774048,0.6748901464423094,0.2841796875,0.59765625,2.6042553191489364,235.0
heppo,1,86,0.6738935708999634,0.6744321304862144,0.2646484375,0.625,2.6122448979591835,245.0
heppo,1,87,0.6735315322875977,0.6740325632337286,0.27734375,0.6015625,2.5991561181434597,237.0
heppo,1,88,0.6734131574630737,0.6736727645113909,0.3125,0.5712890625,2.611607142857143,224.0
heppo,1,89,0.6730852723121643,0.6732779638063783,0.3359375,0.5205078125,2.5625,208.0
heppo,1,90,0.6723673343658447,0.6728594244394203,0.298828125,0.572265625,2.5814977973568283,227.0
heppo,1,91,0.6726075410842896,0.6725011397102276,0.349609375,0.4951171875,2.586734693877551,196.0
heppo,1,92,0.6719521284103394,0.6721212449629147,0.3154296875,0.5517578125,2.615740740740741,216.0
heppo,1,93,0.6710938215255737,0.6717078521219126,0.2607421875,0.62109375,2.628099173553719,242.0
heppo,1,94,0.6708558797836304,0.6712827741596883,0.298828125,0.5712890625,2.5657894736842106,228.0
heppo,1,95,0.669956386089325,0.6707803916528848,0.2705078125,0.62890625,2.5863453815261046,249.0
heppo,1,96,0.6695881485939026,0.6702562246000788,0.267578125,0.630859375,2.6048387096774195,248.0
heppo,1,97,0.6685835123062134,0.6696354511003512,0.2294921875,0.65625,2.5945945945945947,259.0
heppo,1,98,0.667664647102356,0.6689937903579726,0.1943359375,0.7109375,2.6472727272727274,275.0
heppo,1,99,0.667056679725647,0.6683336531398021,0.224609375,0.6669921875,2.587121212121212,264.0
heppo,1,100,0.6664100885391235,0.6676616243741769,0.2099609375,0.70703125,2.6231884057971016,276.0
