algo,seed,update,episode,train_reward,train_objective,train_feasible_rate,train_min_sinr_db,actor_loss,critic_loss,entropy,alpha_entropy,approx_kl,clip_fraction,grad_norm,update_time_sec
ppo,1,1,128,-12.532591434836586,1234.0683024574048,0.0,-15.397100588244923,-0.04440874947855633,32.18538570404053,0.7189268618822098,0.001,0.009139329544268548,0.18408203125,20.352182865142822,7.088898410089314
ppo,1,2,256,-12.505386715430886,1228.7224519646809,0.0,-15.16140742760825,-0.023746614810079336,30.911120891571045,0.7188527137041092,0.001,0.0007965875411173329,0.0613606795668602,21.141671657562256,6.259552301955409
ppo,1,3,384,-12.509760573348082,1343.2114301875781,0.0,-16.48408546482777,-0.02020529005676508,29.757232189178467,0.718753457069397,0.001,0.0015965451990886947,0.05924479168606922,21.085322856903076,6.212490412057377
ppo,1,4,512,-12.714771209772668,1246.4760693060066,0.0,-15.243353173490798,-0.017427174995344075,30.2897310256958,0.7186522483825684,0.001,0.0012215984631183119,0.049641928635537624,22.269042015075684,5.961295376997441
ppo,1,5,640,-12.717586086736944,1289.8981266258731,0.0,-15.875032948471937,-0.015157147388286774,28.879440307617188,0.718542754650116,0.001,0.0019843144497535548,0.044108073227107525,22.801263332366943,6.186193463974632
ppo,1,6,768,-12.825182350005703,1369.7898160158784,0.0,-16.925370827169928,-0.015568775202460472,29.271934986114502,0.7184139043092728,0.001,0.0014636728058881054,0.0419921875,23.828998565673828,6.0127001759829
ppo,1,7,896,-12.539029804967504,1261.977208531684,0.0,-15.784067182248318,-0.01593918353319168,26.36923837661743,0.7183022201061249,0.001,0.0038985499122645706,0.035644532181322575,23.66835594177246,6.2367086770245805
ppo,1,8,1024,-12.277762686145838,1331.0537800272782,0.0,-16.363940086283606,-0.017707129629954466,24.471888065338135,0.7181674838066101,0.001,0.007013251539319754,0.0436197929084301,23.581923484802246,5.97362282697577
ppo,1,9,1152,-12.427732302362406,1307.7761377988516,0.0,-16.041087910354708,-0.015951754059642553,23.515835762023926,0.7180303782224655,0.001,0.0027841355574054205,0.055501303635537624,24.37974262237549,6.033476338954642
ppo,1,10,1280,-12.51129177232098,1243.7396602913252,0.0,-15.570797024584834,-0.015339573534831175,23.19477653503418,0.717906191945076,0.001,0.001295349250237221,0.056640625,25.375388145446777,6.133976388024166
ppo,1,11,1408,-12.550223194940218,1342.1430369699572,0.0,-16.59767124457807,-0.01505190991641392,23.030003547668457,0.7177610099315643,0.001,0.005495564624046434,0.05794270895421505,26.544447898864746,6.107055162079632
ppo,1,12,1536,-12.411287850101454,1282.578213319568,0.0,-15.746336102572213,-0.018942835430308946,20.836023807525635,0.7176199108362198,0.001,0.004281014359246882,0.07682291915989481,26.14608335494995,6.109362385002896
ppo,1,13,1664,-12.091375664328174,1331.473355211982,0.0,-16.245452312951034,-0.019854699571926204,18.813778400421143,0.7174456864595413,0.001,0.004591575707308948,0.08723958337213844,25.80790376663208,6.090918828966096
ppo,1,14,1792,-12.592416189835125,1317.439584377904,0.0,-16.019562495109824,-0.015241630996268185,19.605445861816406,0.7173002660274506,0.001,0.0063043361296877265,0.08658854788518511,28.30612087249756,6.125325461965986
ppo,1,15,1920,-12.203853708693797,1244.9426964776371,0.0,-15.362541297879561,-0.01539925578981638,17.344822883605957,0.7171676158905029,0.001,0.009294955797187754,0.07893880581832491,26.69673442840576,5.900657914928161
ppo,1,16,2048,-12.618428357556587,1276.604095852118,0.0,-16.013919964751608,-0.016118270345032215,18.072224140167236,0.7170362621545792,0.001,0.010650950522784086,0.09423828683793545,28.488308906555176,6.107415999984369
ppo,1,17,2176,-12.941956712493273,1292.543461750667,0.0,-15.823400912720468,-0.020886192175868956,18.036109447479248,0.7168263047933578,0.001,0.006563719439631299,0.1023763082921505,29.43633794784546,5.923937008017674
ppo,1,18,2304,-12.483317863140567,1317.9195140806278,0.0,-16.238938728414222,-0.016845429471384676,16.688349723815918,0.7165855318307877,0.001,0.0057964574079960585,0.12532552587799728,29.586947441101074,6.070273729041219
ppo,1,19,2432,-12.578803869001998,1303.9130786848186,0.0,-15.615717694737715,-0.015382628422230482,15.541421175003052,0.7162622362375259,0.001,0.003259088844060898,0.11083984875585884,28.047307014465332,6.110127429012209
ppo,1,20,2560,-12.567927191763827,1256.6245549870212,0.0,-15.452711401411504,-0.018254611796386655,14.715919256210327,0.7160341590642929,0.001,0.010350035057250295,0.1253255233168602,27.561030864715576,5.980787736014463
ppo,1,21,2688,-12.677486701117434,1328.3620368122477,0.0,-16.46335608315046,-0.01648123996953288,14.650515794754028,0.7157939523458481,0.001,0.003297740050282272,0.1357421875,28.659537315368652,6.082005308009684
ppo,1,22,2816,-12.521026910760435,1257.5978469732663,0.0,-15.386529058061335,-0.019537141546607018,13.453535795211792,0.7154994308948517,0.001,0.008953337887458446,0.15657552238553762,25.150789260864258,5.8737997530261055
ppo,1,23,2944,-12.638915255631327,1325.80669683644,0.0,-16.313497345257787,-0.01817005577807862,13.451376676559448,0.7153344303369522,0.001,0.005982678732834756,0.15869140764698386,26.00370216369629,6.192039113026112
ppo,1,24,3072,-11.994252883639941,1276.6270333165182,0.0,-15.855440041422128,-0.018397027549024614,11.158437728881836,0.7151056081056595,0.001,0.016028740171655897,0.1629231795668602,21.71256685256958,5.896486503072083
ppo,1,25,3200,-12.571381746083084,1277.0710483900561,0.0,-15.715568334222485,-0.016676862879343446,11.835646629333496,0.7148463577032089,0.001,0.01545361157817382,0.15413411613553762,23.554294109344482,6.146181426011026
ppo,1,26,3328,-12.766134136126805,1238.0465928927767,0.0,-15.24800002979475,-0.021762187903126673,11.867749691009521,0.7145538330078125,0.001,0.01525653949163086,0.21744792722165585,20.81459093093872,5.927017034962773
ppo,1,27,3456,-12.650368660583558,1315.690758622712,0.0,-16.358288171025954,-0.017586403836807207,11.748225927352905,0.7144060432910919,0.001,0.013875348202418536,0.21972657553851604,21.22428035736084,6.139380977023393
ppo,1,28,3584,-12.420780900382564,1242.7955830732872,0.0,-15.313026538348653,-0.024254654223720307,10.421882390975952,0.7142250239849091,0.001,0.01478286526010919,0.2224934920668602,17.355536460876465,6.098627178929746
ppo,1,29,3712,-12.940281360531475,1275.9942186947444,0.0,-16.052987881713367,-0.023724811151623726,11.031392812728882,0.7141554951667786,0.001,0.021079054490353855,0.2423502653837204,17.509427547454834,5.985986216925085
ppo,1,30,3840,-12.666852188050786,1329.8684520996826,0.0,-16.126647225194702,-0.022290859681863395,10.762889623641968,0.7139451652765274,0.001,0.028247892701386945,0.2592773474752903,16.301488161087036,6.159411086002365
ppo,1,31,3968,-12.525219633832084,1287.136004053529,0.0,-15.703657007170808,-0.019067241189380413,10.573442697525024,0.713671550154686,0.001,0.022331227315589786,0.2643229216337204,14.535813808441162,6.066168110002764
ppo,1,32,4096,-12.356156985831905,1267.095026470456,0.0,-15.438904371175372,-0.02233659181122505,9.48884916305542,0.7132104933261871,0.001,0.0299547078708855,0.2833659015595913,11.614850521087646,6.062170702032745
ppo,1,33,4224,-12.818424469025196,1314.3541117589,0.0,-16.204131610621122,-0.026650220931820456,10.167300701141357,0.7128660678863525,0.001,0.02352681915120769,0.2942708395421505,12.11572265625,5.919775238959119
ppo,1,34,4352,-12.304194299627374,1267.2292731848001,0.0,-15.59561778599538,-0.021836499838784107,9.741153717041016,0.7126426994800568,0.001,0.029466426310440053,0.303385429084301,9.924855709075928,6.125577607075684
ppo,1,35,4480,-12.238985682242163,1306.5432528267984,0.0,-16.016908442031728,-0.0265822047367692,9.579952478408813,0.7122779190540314,0.001,0.03481963990877546,0.3164062649011612,8.088595986366272,6.046396884019487
ppo,1,36,4608,-12.630076692042284,1326.4588085557425,0.0,-16.30521791241527,-0.02032670844346285,10.002625465393066,0.7119215577840805,0.001,0.03357859646591166,0.3347981944680214,8.878670334815979,6.109858271898702
ppo,1,37,4736,-12.306630716962266,1214.1850277059252,0.0,-15.0085217453263,-0.025941400167845075,9.67473030090332,0.7115457206964493,0.001,0.03079874409983674,0.3250325582921505,6.670518517494202,6.144199555972591
ppo,1,38,4864,-12.055549096994806,1260.359246928957,0.0,-15.656597755540595,-0.020084917855759457,9.24885368347168,0.7113810032606125,0.001,0.029063742607831955,0.3198242299258709,7.253373384475708,6.0534659929107875
ppo,1,39,4992,-12.574693061174438,1344.6975463015067,0.0,-16.55581710065676,-0.020166414945077094,10.099178791046143,0.7114076167345047,0.001,0.03229919324318686,0.3269856795668602,6.740171313285828,6.1524862019577995
ppo,1,40,5120,-12.930966351354332,1371.8732061861888,0.0,-16.83001659024291,-0.022415491441890367,10.02877140045166,0.7111293077468872,0.001,0.03387957423304755,0.2926432378590107,7.071414470672607,5.908755898009986
ppo,1,41,5248,-12.598101588533147,1326.1303611569147,0.0,-16.467827937948037,-0.02145032646755496,9.794793367385864,0.7105849832296371,0.001,0.02109491394367069,0.3032226674258709,6.900677919387817,6.065822046948597
ppo,1,42,5376,-12.50286632053176,1340.4854503584093,0.0,-16.323678042864273,-0.02052832658712589,9.725986242294312,0.7102252840995789,0.001,0.04097952274605632,0.2998046949505806,6.172838091850281,5.895849880995229
ppo,1,43,5504,-12.701831281472987,1231.054695619473,0.0,-15.038277872749056,-0.019454085578521685,10.036523818969727,0.7096526473760605,0.001,0.04076584816599915,0.3136393241584301,6.3972132205963135,6.243244236102328
ppo,1,44,5632,-12.80775111659803,1391.3323631659819,0.0,-17.12310148086661,-0.021338151457410248,10.269731998443604,0.7094890624284744,0.001,0.025081735492378243,0.3108723983168602,6.510368585586548,5.954137065913528
ppo,1,45,5760,-12.632871188210867,1260.7517040096793,0.0,-15.773122311987223,-0.02187515779708704,10.03383493423462,0.7090523838996887,0.001,0.029772760113701224,0.3098958395421505,6.523379445075989,5.950612072949298
ppo,1,46,5888,-12.230599626303308,1307.0196379141855,0.0,-15.65153566655981,-0.01862486032769084,9.922190189361572,0.7085707187652588,0.001,0.02786174975335598,0.2849934920668602,6.739277482032776,6.137424936052412
ppo,1,47,6016,-12.625050624911333,1286.3351890481174,0.0,-15.90986534353343,-0.022465086386849187,10.144144535064697,0.708105206489563,0.001,0.025832458476848785,0.27783203683793545,6.473806619644165,5.949785827076994
ppo,1,48,6144,-12.335969002617226,1285.199779216866,0.0,-16.001759157597967,-0.022730344207957387,9.699174404144287,0.7076827883720398,0.001,0.02251348039135337,0.2918294444680214,6.118520140647888,6.117176593048498
ppo,1,49,6272,-12.301657202153034,1284.5609062868293,0.0,-15.7503398382187,-0.01823030598461628,10.293977499008179,0.7076428532600403,0.001,0.033853370463475585,0.2788086012005806,6.3799262046813965,5.956578808953054
ppo,1,50,6400,-12.979163373518578,1323.91902921984,0.0,-16.338620067433624,-0.01790684089064598,10.253414392471313,0.7072311192750931,0.001,0.022050164872780442,0.2666015736758709,6.538959503173828,6.035579268005677
ppo,1,51,6528,-12.532045720920863,1284.3356774541803,0.0,-15.930223896023064,-0.018346051530290453,10.165470600128174,0.7070064395666122,0.001,0.019325704197399318,0.25732423178851604,6.555232524871826,5.93832903704606
ppo,1,52,6656,-12.023429684991495,1269.6340896023144,0.0,-15.52369363369946,-0.020490366344649402,9.639264822006226,0.7069567292928696,0.001,0.02142194821499288,0.258951835334301,6.34922730922699,6.210206142975949
ppo,1,53,6784,-12.365106942716348,1319.1417571679676,0.0,-16.13975643869512,-0.018902801132450353,10.358309030532837,0.7066085040569305,0.001,0.024256000605731742,0.2513020932674408,6.5256253480911255,6.158892448991537
